HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,
Walsall,Carlisle,2.00,0.00,1.00,0.00,9.00,8.00,4.00,3.00,9.00,10.00,6.00,1.00,2.00,3.00,0.00,1.00,
Bradford,Rotherham,0.00,1.00,0.00,1.00,4.00,10.00,2.00,5.00,14.00,19.00,4.00,5.00,2.00,5.00,0.00,0.00,
Brentford,Swindon,3.00,2.00,1.00,1.00,16.00,7.00,9.00,6.00,15.00,8.00,6.00,4.00,5.00,2.00,0.00,0.00,
Bristol City,Walsall,1.00,0.00,1.00,0.00,11.00,10.00,3.00,5.00,13.00,12.00,7.00,8.00,2.00,3.00,0.00,0.00,
Carlisle,Preston,0.00,1.00,0.00,1.00,9.00,12.00,3.00,5.00,7.00,11.00,6.00,6.00,1.00,0.00,0.00,0.00,
Colchester,Stevenage,4.00,0.00,3.00,0.00,8.00,10.00,4.00,4.00,8.00,13.00,3.00,4.00,0.00,0.00,0.00,0.00,
Coventry,Peterboro,4.00,2.00,1.00,2.00,25.00,17.00,11.00,5.00,8.00,9.00,9.00,2.00,0.00,0.00,0.00,0.00,
Crawley Town,Milton Keynes Dons,0.00,2.00,0.00,1.00,10.00,10.00,2.00,4.00,12.00,9.00,2.00,4.00,1.00,3.00,1.00,0.00,
Gillingham,Leyton Orient,1.00,2.00,1.00,0.00,7.00,11.00,4.00,8.00,11.00,12.00,5.00,8.00,2.00,3.00,0.00,0.00,
Port Vale,Notts County,2.00,1.00,1.00,1.00,11.00,5.00,6.00,3.00,7.00,8.00,10.00,4.00,3.00,3.00,0.00,0.00,
Sheffield United,Oldham,1.00,1.00,0.00,1.00,7.00,7.00,4.00,6.00,15.00,19.00,9.00,3.00,1.00,2.00,0.00,0.00,
Shrewsbury,Tranmere,0.00,1.00,0.00,1.00,13.00,7.00,0.00,4.00,9.00,9.00,5.00,4.00,1.00,2.00,0.00,0.00,
Wolves,Crewe,2.00,0.00,1.00,0.00,14.00,8.00,5.00,4.00,14.00,4.00,11.00,6.00,1.00,1.00,0.00,0.00,
Bradford,Swindon,1.00,1.00,1.00,0.00,11.00,12.00,3.00,5.00,18.00,6.00,7.00,5.00,2.00,0.00,0.00,0.00,
Brentford,Milton Keynes Dons,3.00,1.00,1.00,0.00,11.00,15.00,5.00,1.00,16.00,12.00,3.00,4.00,2.00,4.00,0.00,0.00,
Bristol City,Stevenage,4.00,1.00,2.00,0.00,10.00,20.00,4.00,8.00,7.00,9.00,2.00,11.00,3.00,2.00,0.00,0.00,
Carlisle,Peterboro,2.00,1.00,0.00,0.00,12.00,7.00,8.00,3.00,12.00,11.00,8.00,6.00,3.00,3.00,0.00,1.00,
Colchester,Crewe,1.00,2.00,1.00,0.00,7.00,9.00,3.00,5.00,9.00,8.00,4.00,10.00,1.00,1.00,0.00,0.00,
Coventry,Oldham,1.00,1.00,0.00,1.00,14.00,10.00,6.00,8.00,11.00,14.00,6.00,10.00,2.00,3.00,0.00,0.00,
Crawley Town,Notts County,1.00,0.00,0.00,0.00,18.00,6.00,6.00,3.00,11.00,12.00,8.00,1.00,2.00,1.00,0.00,1.00,
Gillingham,Walsall,2.00,2.00,0.00,0.00,9.00,15.00,5.00,4.00,10.00,5.00,2.00,5.00,0.00,0.00,0.00,0.00,
Port Vale,Rotherham,2.00,0.00,1.00,0.00,13.00,9.00,6.00,4.00,14.00,9.00,8.00,3.00,3.00,3.00,0.00,1.00,
Sheffield United,Tranmere,3.00,1.00,1.00,0.00,19.00,9.00,11.00,2.00,9.00,16.00,9.00,3.00,2.00,3.00,0.00,0.00,
Shrewsbury,Preston,0.00,1.00,0.00,0.00,8.00,8.00,2.00,1.00,11.00,10.00,3.00,6.00,0.00,2.00,0.00,0.00,
Wolves,Leyton Orient,1.00,1.00,1.00,0.00,18.00,6.00,5.00,2.00,17.00,16.00,9.00,3.00,1.00,3.00,0.00,0.00,
Crewe,Carlisle,2.00,1.00,0.00,0.00,10.00,10.00,5.00,3.00,10.00,7.00,5.00,5.00,1.00,1.00,0.00,0.00,
Milton Keynes Dons,Colchester,0.00,0.00,0.00,0.00,29.00,3.00,14.00,2.00,15.00,13.00,15.00,2.00,4.00,2.00,0.00,0.00,
Notts County,Bradford,3.00,0.00,1.00,0.00,13.00,10.00,5.00,6.00,12.00,14.00,4.00,6.00,3.00,2.00,0.00,0.00,
Oldham,Shrewsbury,1.00,2.00,1.00,1.00,13.00,7.00,4.00,2.00,8.00,11.00,14.00,1.00,0.00,2.00,0.00,0.00,
Peterboro,Brentford,1.00,3.00,1.00,2.00,7.00,11.00,2.00,7.00,7.00,14.00,1.00,7.00,0.00,3.00,0.00,0.00,
Preston,Port Vale,3.00,2.00,1.00,0.00,13.00,10.00,5.00,3.00,9.00,11.00,9.00,3.00,2.00,2.00,0.00,0.00,
Rotherham,Coventry,1.00,3.00,1.00,0.00,10.00,8.00,8.00,4.00,11.00,10.00,8.00,8.00,0.00,1.00,1.00,0.00,
Tranmere,Wolves,1.00,1.00,1.00,0.00,5.00,12.00,1.00,6.00,9.00,7.00,9.00,10.00,2.00,1.00,1.00,1.00,
Walsall,Sheffield United,2.00,1.00,0.00,1.00,8.00,9.00,3.00,3.00,15.00,8.00,5.00,4.00,0.00,0.00,0.00,0.00,
Gillingham,Wolves,1.00,0.00,0.00,0.00,8.00,18.00,4.00,5.00,10.00,9.00,2.00,10.00,0.00,0.00,0.00,0.00,
Shrewsbury,Leyton Orient,0.00,2.00,0.00,1.00,11.00,13.00,1.00,5.00,6.00,17.00,1.00,7.00,1.00,2.00,0.00,0.00,
Bradford,Bristol City,1.00,1.00,1.00,1.00,13.00,10.00,7.00,5.00,10.00,8.00,12.00,4.00,1.00,1.00,0.00,0.00,
Brentford,Port Vale,2.00,0.00,1.00,0.00,25.00,5.00,13.00,0.00,12.00,15.00,12.00,2.00,0.00,1.00,0.00,0.00,
Colchester,Gillingham,3.00,0.00,0.00,0.00,24.00,8.00,14.00,2.00,3.00,12.00,7.00,1.00,1.00,1.00,0.00,0.00,
Leyton Orient,Carlisle,4.00,0.00,1.00,0.00,17.00,6.00,7.00,2.00,18.00,13.00,9.00,2.00,2.00,3.00,0.00,0.00,
Milton Keynes Dons,Shrewsbury,3.00,2.00,2.00,1.00,17.00,11.00,7.00,4.00,12.00,13.00,11.00,3.00,2.00,1.00,0.00,0.00,
Notts County,Sheffield United,2.00,1.00,1.00,1.00,8.00,14.00,3.00,1.00,21.00,21.00,3.00,3.00,1.00,3.00,0.00,0.00,
Oldham,Stevenage,1.00,0.00,1.00,0.00,12.00,8.00,2.00,3.00,7.00,15.00,4.00,4.00,0.00,0.00,0.00,1.00,
Rotherham,Crewe,4.00,2.00,1.00,1.00,18.00,9.00,8.00,4.00,21.00,10.00,5.00,5.00,3.00,3.00,0.00,0.00,
Swindon,Peterboro,2.00,1.00,1.00,0.00,8.00,11.00,5.00,3.00,7.00,7.00,4.00,8.00,1.00,0.00,0.00,1.00,
Tranmere,Walsall,1.00,1.00,0.00,1.00,7.00,9.00,3.00,3.00,11.00,11.00,2.00,3.00,0.00,3.00,0.00,0.00,
Wolves,Preston,2.00,0.00,1.00,0.00,20.00,5.00,8.00,1.00,16.00,9.00,1.00,7.00,1.00,2.00,0.00,0.00,
Coventry,Crawley Town,2.00,2.00,1.00,0.00,11.00,8.00,3.00,4.00,12.00,9.00,4.00,2.00,1.00,0.00,0.00,0.00,
Stevenage,Swindon,2.00,0.00,1.00,0.00,13.00,11.00,2.00,4.00,13.00,5.00,10.00,7.00,1.00,2.00,0.00,0.00,
Walsall,Oldham,1.00,0.00,0.00,0.00,10.00,11.00,4.00,3.00,13.00,5.00,11.00,6.00,1.00,3.00,0.00,0.00,
Bristol City,Milton Keynes Dons,2.00,2.00,0.00,2.00,16.00,13.00,6.00,7.00,12.00,9.00,9.00,7.00,1.00,3.00,0.00,0.00,
Carlisle,Colchester,2.00,4.00,1.00,2.00,16.00,6.00,9.00,4.00,6.00,12.00,8.00,8.00,3.00,2.00,0.00,0.00,
Crewe,Leyton Orient,1.00,2.00,0.00,0.00,7.00,8.00,4.00,5.00,14.00,14.00,4.00,3.00,2.00,3.00,0.00,0.00,
Gillingham,Swindon,2.00,0.00,1.00,0.00,14.00,13.00,2.00,4.00,10.00,7.00,8.00,4.00,0.00,2.00,0.00,0.00,
Peterboro,Tranmere,3.00,0.00,1.00,0.00,10.00,5.00,5.00,1.00,5.00,12.00,7.00,3.00,1.00,3.00,0.00,0.00,
Port Vale,Oldham,1.00,0.00,0.00,0.00,8.00,10.00,4.00,2.00,10.00,13.00,5.00,9.00,3.00,0.00,0.00,0.00,
Preston,Coventry,1.00,1.00,0.00,0.00,19.00,6.00,6.00,1.00,20.00,11.00,6.00,5.00,3.00,1.00,1.00,0.00,
Sheffield United,Bradford,2.00,2.00,2.00,0.00,25.00,12.00,10.00,4.00,7.00,15.00,11.00,4.00,0.00,3.00,0.00,0.00,
Shrewsbury,Rotherham,0.00,3.00,0.00,3.00,6.00,11.00,2.00,6.00,15.00,13.00,7.00,6.00,3.00,3.00,0.00,0.00,
Stevenage,Notts County,0.00,1.00,0.00,1.00,17.00,8.00,10.00,2.00,8.00,6.00,6.00,7.00,2.00,2.00,0.00,0.00,
Walsall,Brentford,1.00,1.00,1.00,1.00,10.00,11.00,4.00,1.00,6.00,16.00,6.00,2.00,0.00,2.00,0.00,0.00,
Crewe,Milton Keynes Dons,2.00,0.00,1.00,0.00,7.00,12.00,6.00,3.00,7.00,16.00,7.00,7.00,1.00,2.00,0.00,0.00,
Peterboro,Notts County,4.00,3.00,1.00,2.00,20.00,13.00,8.00,7.00,14.00,10.00,9.00,2.00,3.00,2.00,0.00,1.00,
Brentford,Gillingham,2.00,1.00,1.00,0.00,19.00,11.00,9.00,8.00,10.00,12.00,11.00,4.00,1.00,2.00,0.00,0.00,
Notts County,Walsall,1.00,5.00,0.00,3.00,10.00,22.00,7.00,13.00,13.00,7.00,7.00,6.00,2.00,0.00,0.00,0.00,
Oldham,Peterboro,5.00,4.00,0.00,3.00,18.00,14.00,7.00,7.00,5.00,10.00,9.00,4.00,2.00,0.00,0.00,1.00,
Rotherham,Crawley Town,2.00,2.00,1.00,1.00,15.00,14.00,6.00,7.00,13.00,11.00,9.00,1.00,1.00,1.00,0.00,0.00,
Swindon,Shrewsbury,3.00,1.00,1.00,1.00,13.00,15.00,6.00,8.00,6.00,4.00,4.00,12.00,1.00,0.00,0.00,0.00,
Tranmere,Crewe,1.00,0.00,1.00,0.00,8.00,6.00,2.00,2.00,16.00,11.00,4.00,4.00,2.00,2.00,0.00,0.00,
Wolves,Bristol City,3.00,1.00,2.00,1.00,13.00,8.00,6.00,4.00,5.00,9.00,6.00,4.00,1.00,2.00,0.00,0.00,
Bradford,Preston,0.00,0.00,0.00,0.00,9.00,12.00,3.00,5.00,7.00,5.00,9.00,2.00,1.00,2.00,1.00,1.00,
Brentford,Bristol City,3.00,1.00,3.00,1.00,19.00,6.00,6.00,1.00,10.00,15.00,7.00,6.00,1.00,3.00,0.00,0.00,
Carlisle,Milton Keynes Dons,3.00,0.00,2.00,0.00,10.00,10.00,4.00,3.00,9.00,8.00,4.00,5.00,0.00,0.00,0.00,0.00,
Leyton Orient,Coventry,2.00,0.00,0.00,0.00,12.00,7.00,6.00,5.00,10.00,12.00,12.00,5.00,0.00,1.00,0.00,0.00,
Oldham,Wolves,0.00,3.00,0.00,0.00,12.00,22.00,3.00,10.00,8.00,13.00,6.00,3.00,3.00,1.00,0.00,0.00,
Tranmere,Rotherham,1.00,2.00,0.00,1.00,8.00,20.00,5.00,9.00,3.00,9.00,5.00,5.00,0.00,0.00,0.00,0.00,
Walsall,Swindon,1.00,1.00,1.00,0.00,12.00,8.00,4.00,4.00,9.00,15.00,7.00,2.00,0.00,1.00,0.00,0.00,
Bristol City,Carlisle,2.00,1.00,0.00,1.00,10.00,3.00,5.00,2.00,12.00,12.00,5.00,7.00,2.00,1.00,0.00,0.00,
Crewe,Sheffield United,3.00,0.00,2.00,0.00,15.00,6.00,9.00,1.00,11.00,10.00,4.00,12.00,1.00,0.00,0.00,0.00,
Gillingham,Port Vale,3.00,2.00,1.00,0.00,13.00,8.00,7.00,4.00,9.00,9.00,3.00,5.00,2.00,0.00,0.00,0.00,
Milton Keynes Dons,Tranmere,0.00,1.00,0.00,0.00,18.00,8.00,8.00,5.00,8.00,8.00,8.00,4.00,0.00,2.00,0.00,0.00,
Preston,Notts County,2.00,0.00,0.00,0.00,26.00,10.00,14.00,1.00,12.00,13.00,7.00,3.00,0.00,4.00,0.00,0.00,
Rotherham,Leyton Orient,2.00,1.00,1.00,0.00,11.00,8.00,4.00,2.00,18.00,13.00,7.00,8.00,2.00,1.00,0.00,0.00,
Shrewsbury,Brentford,1.00,1.00,0.00,0.00,14.00,14.00,4.00,3.00,13.00,8.00,10.00,5.00,3.00,1.00,0.00,0.00,
Swindon,Oldham,0.00,1.00,0.00,0.00,5.00,6.00,1.00,3.00,13.00,14.00,2.00,6.00,2.00,1.00,1.00,0.00,
Wolves,Bradford,2.00,0.00,1.00,0.00,13.00,4.00,9.00,0.00,8.00,4.00,15.00,1.00,2.00,0.00,0.00,1.00,
Bristol City,Coventry,1.00,2.00,0.00,2.00,14.00,6.00,6.00,5.00,7.00,13.00,7.00,3.00,1.00,2.00,0.00,0.00,
Stevenage,Gillingham,3.00,1.00,2.00,0.00,9.00,10.00,4.00,4.00,7.00,17.00,9.00,5.00,2.00,2.00,0.00,1.00,
Bradford,Crewe,3.00,3.00,0.00,1.00,16.00,11.00,5.00,5.00,13.00,10.00,7.00,12.00,1.00,0.00,0.00,0.00,
Carlisle,Gillingham,1.00,2.00,0.00,1.00,21.00,9.00,4.00,6.00,7.00,14.00,9.00,2.00,2.00,0.00,0.00,0.00,
Leyton Orient,Peterboro,1.00,2.00,0.00,0.00,7.00,15.00,2.00,7.00,10.00,13.00,2.00,4.00,0.00,0.00,0.00,0.00,
Notts County,Coventry,3.00,0.00,2.00,0.00,10.00,4.00,4.00,1.00,10.00,10.00,7.00,3.00,1.00,1.00,0.00,0.00,
Oldham,Bristol City,1.00,1.00,1.00,1.00,9.00,11.00,2.00,4.00,8.00,12.00,5.00,4.00,2.00,1.00,0.00,0.00,
Port Vale,Swindon,2.00,3.00,2.00,0.00,5.00,16.00,2.00,7.00,10.00,9.00,5.00,14.00,2.00,2.00,0.00,0.00,
Sheffield United,Shrewsbury,2.00,0.00,2.00,0.00,12.00,7.00,4.00,1.00,6.00,8.00,2.00,3.00,0.00,1.00,0.00,0.00,
Tranmere,Preston,1.00,2.00,1.00,1.00,10.00,17.00,5.00,9.00,12.00,15.00,7.00,12.00,2.00,1.00,0.00,0.00,
Walsall,Milton Keynes Dons,0.00,3.00,0.00,2.00,9.00,16.00,3.00,5.00,8.00,9.00,6.00,4.00,0.00,0.00,1.00,0.00,
Carlisle,Bradford,1.00,0.00,1.00,0.00,11.00,12.00,3.00,4.00,15.00,16.00,5.00,8.00,2.00,0.00,0.00,0.00,
Leyton Orient,Bristol City,1.00,3.00,1.00,2.00,16.00,11.00,2.00,4.00,13.00,18.00,11.00,7.00,3.00,3.00,0.00,0.00,
Port Vale,Colchester,2.00,0.00,1.00,0.00,10.00,11.00,4.00,4.00,6.00,6.00,4.00,8.00,1.00,1.00,0.00,0.00,
Peterboro,Walsall,0.00,0.00,0.00,0.00,5.00,9.00,3.00,3.00,11.00,9.00,0.00,6.00,2.00,2.00,0.00,0.00,
Swindon,Colchester,0.00,0.00,0.00,0.00,14.00,1.00,5.00,0.00,7.00,12.00,9.00,3.00,1.00,1.00,0.00,1.00,
Bristol City,Tranmere,2.00,2.00,1.00,1.00,7.00,9.00,5.00,3.00,7.00,4.00,0.00,8.00,0.00,4.00,0.00,0.00,
Crewe,Brentford,1.00,3.00,0.00,1.00,8.00,16.00,5.00,8.00,6.00,17.00,4.00,6.00,1.00,2.00,0.00,0.00,
Milton Keynes Dons,Oldham,2.00,1.00,0.00,1.00,20.00,10.00,4.00,2.00,8.00,8.00,11.00,5.00,0.00,0.00,0.00,1.00,
Preston,Leyton Orient,1.00,1.00,0.00,1.00,16.00,5.00,6.00,3.00,17.00,11.00,4.00,1.00,2.00,0.00,0.00,0.00,
Rotherham,Stevenage,2.00,1.00,1.00,0.00,9.00,10.00,5.00,4.00,12.00,17.00,2.00,9.00,2.00,1.00,0.00,0.00,
Shrewsbury,Port Vale,0.00,0.00,0.00,0.00,10.00,3.00,2.00,0.00,7.00,5.00,9.00,6.00,0.00,0.00,0.00,0.00,
Wolves,Notts County,2.00,0.00,1.00,0.00,18.00,5.00,11.00,1.00,9.00,6.00,10.00,4.00,0.00,1.00,0.00,0.00,
Bradford,Port Vale,1.00,0.00,0.00,0.00,15.00,7.00,3.00,5.00,11.00,14.00,8.00,0.00,1.00,3.00,0.00,0.00,
Coventry,Carlisle,1.00,2.00,1.00,0.00,11.00,8.00,6.00,6.00,15.00,13.00,4.00,0.00,1.00,1.00,0.00,0.00,
Leyton Orient,Stevenage,2.00,0.00,2.00,0.00,12.00,11.00,5.00,4.00,10.00,13.00,7.00,8.00,1.00,0.00,0.00,0.00,
Milton Keynes Dons,Preston,0.00,0.00,0.00,0.00,9.00,10.00,5.00,2.00,12.00,11.00,3.00,5.00,2.00,2.00,0.00,0.00,
Gillingham,Sheffield United,0.00,1.00,0.00,1.00,9.00,7.00,2.00,2.00,19.00,5.00,6.00,3.00,2.00,1.00,0.00,0.00,
Bradford,Milton Keynes Dons,1.00,0.00,0.00,0.00,8.00,8.00,4.00,2.00,11.00,11.00,3.00,7.00,0.00,2.00,0.00,0.00,
Brentford,Wolves,0.00,3.00,0.00,1.00,10.00,11.00,2.00,8.00,12.00,13.00,10.00,3.00,2.00,1.00,0.00,0.00,
Carlisle,Rotherham,1.00,2.00,1.00,1.00,8.00,19.00,1.00,5.00,12.00,13.00,0.00,8.00,1.00,2.00,0.00,0.00,
Colchester,Preston,1.00,2.00,0.00,1.00,9.00,15.00,2.00,5.00,10.00,9.00,7.00,13.00,1.00,2.00,0.00,0.00,
Leyton Orient,Swindon,2.00,0.00,1.00,0.00,14.00,5.00,6.00,2.00,10.00,12.00,8.00,2.00,2.00,3.00,0.00,0.00,
Notts County,Shrewsbury,2.00,3.00,2.00,1.00,14.00,13.00,6.00,5.00,9.00,16.00,4.00,2.00,1.00,2.00,1.00,0.00,
Oldham,Gillingham,1.00,0.00,1.00,0.00,7.00,15.00,3.00,8.00,9.00,6.00,7.00,8.00,1.00,1.00,0.00,0.00,
Port Vale,Crewe,1.00,3.00,0.00,1.00,8.00,13.00,3.00,7.00,13.00,9.00,5.00,4.00,2.00,3.00,0.00,0.00,
Sheffield United,Bristol City,3.00,0.00,1.00,0.00,14.00,7.00,7.00,3.00,8.00,10.00,8.00,1.00,0.00,0.00,0.00,0.00,
Stevenage,Peterboro,0.00,1.00,0.00,0.00,10.00,15.00,4.00,7.00,13.00,8.00,3.00,5.00,1.00,1.00,0.00,0.00,
Tranmere,Coventry,3.00,1.00,1.00,0.00,8.00,8.00,5.00,3.00,15.00,10.00,5.00,5.00,3.00,1.00,0.00,0.00,
Walsall,Crawley Town,1.00,2.00,0.00,1.00,7.00,6.00,1.00,3.00,11.00,15.00,9.00,2.00,1.00,2.00,0.00,1.00,
Colchester,Sheffield United,0.00,1.00,0.00,0.00,4.00,16.00,0.00,6.00,9.00,3.00,3.00,6.00,2.00,1.00,0.00,0.00,
Oldham,Milton Keynes Dons,1.00,2.00,0.00,2.00,12.00,11.00,5.00,5.00,11.00,11.00,10.00,4.00,0.00,0.00,0.00,0.00,
Preston,Rotherham,3.00,3.00,1.00,2.00,10.00,4.00,5.00,3.00,6.00,7.00,5.00,1.00,1.00,1.00,0.00,0.00,
Stevenage,Crewe,1.00,0.00,1.00,0.00,8.00,12.00,3.00,1.00,13.00,10.00,5.00,7.00,0.00,1.00,0.00,0.00,
Swindon,Crawley Town,1.00,1.00,0.00,0.00,8.00,9.00,5.00,4.00,9.00,8.00,4.00,7.00,0.00,2.00,0.00,0.00,
Bradford,Stevenage,2.00,3.00,2.00,1.00,15.00,13.00,6.00,9.00,7.00,14.00,5.00,5.00,2.00,2.00,0.00,0.00,
Bristol City,Gillingham,2.00,1.00,1.00,0.00,8.00,8.00,4.00,4.00,7.00,12.00,7.00,4.00,1.00,1.00,0.00,0.00,
Carlisle,Brentford,0.00,0.00,0.00,0.00,15.00,9.00,8.00,2.00,13.00,11.00,1.00,4.00,4.00,2.00,0.00,0.00,
Crawley Town,Peterboro,1.00,0.00,0.00,0.00,8.00,12.00,5.00,2.00,9.00,11.00,6.00,5.00,2.00,2.00,0.00,0.00,
Crewe,Swindon,1.00,1.00,0.00,0.00,5.00,12.00,1.00,3.00,19.00,9.00,4.00,2.00,1.00,0.00,0.00,0.00,
Leyton Orient,Colchester,2.00,1.00,1.00,0.00,10.00,15.00,6.00,6.00,6.00,8.00,6.00,8.00,0.00,1.00,0.00,0.00,
Milton Keynes Dons,Sheffield United,0.00,1.00,0.00,1.00,10.00,9.00,4.00,4.00,12.00,6.00,9.00,4.00,2.00,1.00,0.00,0.00,
Preston,Walsall,2.00,1.00,2.00,1.00,9.00,4.00,5.00,2.00,17.00,7.00,6.00,1.00,1.00,1.00,0.00,1.00,
Rotherham,Notts County,6.00,0.00,4.00,0.00,15.00,4.00,9.00,1.00,9.00,11.00,5.00,5.00,0.00,2.00,0.00,0.00,
Tranmere,Oldham,2.00,2.00,1.00,1.00,12.00,8.00,5.00,3.00,10.00,16.00,9.00,2.00,2.00,1.00,0.00,0.00,
Wolves,Port Vale,3.00,0.00,0.00,0.00,17.00,5.00,5.00,3.00,7.00,7.00,8.00,3.00,0.00,1.00,0.00,0.00,
Coventry,Shrewsbury,0.00,0.00,0.00,0.00,15.00,8.00,0.00,3.00,11.00,11.00,10.00,4.00,0.00,0.00,0.00,0.00,
Colchester,Rotherham,0.00,0.00,0.00,0.00,4.00,14.00,0.00,5.00,9.00,11.00,6.00,7.00,1.00,0.00,0.00,0.00,
Crawley Town,Stevenage,1.00,1.00,0.00,1.00,15.00,9.00,5.00,4.00,8.00,18.00,4.00,4.00,0.00,2.00,0.00,0.00,
Sheffield United,Peterboro,2.00,0.00,0.00,0.00,14.00,8.00,5.00,1.00,10.00,7.00,8.00,14.00,1.00,0.00,0.00,0.00,
Coventry,Walsall,2.00,1.00,1.00,0.00,13.00,14.00,8.00,9.00,14.00,11.00,5.00,3.00,2.00,3.00,0.00,0.00,
Brentford,Bradford,2.00,0.00,0.00,0.00,18.00,6.00,5.00,2.00,7.00,11.00,5.00,5.00,0.00,1.00,0.00,0.00,
Colchester,Coventry,2.00,1.00,2.00,1.00,11.00,11.00,4.00,6.00,16.00,11.00,5.00,5.00,1.00,1.00,0.00,0.00,
Gillingham,Crawley Town,1.00,0.00,0.00,0.00,14.00,15.00,6.00,3.00,11.00,7.00,11.00,9.00,0.00,0.00,0.00,0.00,
Notts County,Leyton Orient,0.00,0.00,0.00,0.00,11.00,11.00,2.00,4.00,10.00,14.00,2.00,4.00,1.00,2.00,0.00,0.00,
Oldham,Preston,1.00,3.00,0.00,1.00,11.00,19.00,8.00,11.00,8.00,14.00,5.00,5.00,2.00,0.00,1.00,0.00,
Peterboro,Crewe,4.00,2.00,2.00,1.00,14.00,9.00,6.00,3.00,18.00,13.00,2.00,0.00,1.00,0.00,0.00,0.00,
Port Vale,Carlisle,2.00,1.00,0.00,1.00,9.00,10.00,4.00,5.00,7.00,9.00,12.00,6.00,0.00,0.00,0.00,0.00,
Shrewsbury,Bristol City,2.00,3.00,1.00,1.00,14.00,7.00,4.00,3.00,6.00,14.00,4.00,4.00,1.00,0.00,0.00,0.00,
Stevenage,Tranmere,3.00,1.00,1.00,0.00,11.00,2.00,6.00,0.00,12.00,9.00,7.00,5.00,2.00,2.00,0.00,0.00,
Swindon,Milton Keynes Dons,1.00,2.00,1.00,0.00,6.00,12.00,5.00,6.00,16.00,10.00,4.00,5.00,0.00,1.00,0.00,0.00,
Walsall,Wolves,0.00,3.00,0.00,1.00,13.00,10.00,7.00,7.00,7.00,17.00,4.00,4.00,1.00,3.00,0.00,0.00,
Brentford,Tranmere,2.00,0.00,0.00,0.00,25.00,6.00,11.00,1.00,9.00,12.00,7.00,4.00,2.00,2.00,0.00,0.00,
Colchester,Bradford,0.00,2.00,0.00,1.00,8.00,9.00,2.00,5.00,10.00,10.00,4.00,2.00,4.00,2.00,0.00,0.00,
Gillingham,Coventry,4.00,2.00,1.00,0.00,11.00,12.00,5.00,6.00,16.00,11.00,6.00,6.00,3.00,4.00,0.00,1.00,
Notts County,Milton Keynes Dons,1.00,3.00,0.00,1.00,10.00,12.00,4.00,7.00,12.00,17.00,3.00,4.00,2.00,5.00,0.00,0.00,
Oldham,Rotherham,0.00,2.00,0.00,1.00,9.00,14.00,5.00,7.00,9.00,16.00,4.00,9.00,1.00,2.00,0.00,0.00,
Peterboro,Bristol City,1.00,2.00,1.00,2.00,22.00,5.00,10.00,5.00,9.00,6.00,11.00,1.00,1.00,0.00,0.00,1.00,
Port Vale,Leyton Orient,0.00,2.00,0.00,1.00,13.00,9.00,6.00,3.00,12.00,11.00,11.00,5.00,2.00,1.00,0.00,0.00,
Shrewsbury,Crawley Town,1.00,1.00,0.00,1.00,10.00,7.00,2.00,2.00,11.00,13.00,4.00,3.00,1.00,2.00,0.00,0.00,
Stevenage,Preston,1.00,1.00,0.00,1.00,4.00,5.00,4.00,1.00,14.00,14.00,3.00,3.00,2.00,1.00,0.00,0.00,
Swindon,Wolves,1.00,4.00,0.00,3.00,10.00,8.00,4.00,4.00,12.00,8.00,5.00,3.00,2.00,2.00,0.00,0.00,
Walsall,Crewe,1.00,1.00,0.00,0.00,13.00,10.00,1.00,2.00,10.00,12.00,8.00,1.00,0.00,3.00,0.00,0.00,
Sheffield United,Carlisle,1.00,0.00,1.00,0.00,8.00,7.00,5.00,2.00,9.00,8.00,5.00,4.00,1.00,0.00,0.00,0.00,
Bradford,Gillingham,1.00,1.00,1.00,0.00,16.00,4.00,3.00,3.00,8.00,17.00,5.00,2.00,0.00,0.00,0.00,0.00,
Bristol City,Swindon,0.00,0.00,0.00,0.00,16.00,9.00,5.00,3.00,11.00,7.00,10.00,1.00,3.00,3.00,0.00,1.00,
Carlisle,Stevenage,0.00,0.00,0.00,0.00,17.00,9.00,8.00,3.00,11.00,10.00,4.00,14.00,1.00,1.00,0.00,0.00,
Crawley Town,Colchester,1.00,0.00,1.00,0.00,11.00,5.00,5.00,0.00,9.00,16.00,9.00,2.00,1.00,2.00,0.00,0.00,
Crewe,Oldham,1.00,1.00,0.00,0.00,4.00,10.00,2.00,4.00,7.00,13.00,8.00,7.00,1.00,2.00,0.00,0.00,
Leyton Orient,Brentford,0.00,1.00,0.00,1.00,12.00,11.00,4.00,3.00,10.00,21.00,5.00,5.00,2.00,3.00,0.00,1.00,
Milton Keynes Dons,Peterboro,0.00,2.00,0.00,0.00,16.00,15.00,4.00,11.00,13.00,14.00,6.00,7.00,6.00,3.00,0.00,0.00,
Rotherham,Walsall,1.00,1.00,0.00,1.00,13.00,5.00,3.00,3.00,15.00,12.00,8.00,1.00,2.00,0.00,0.00,1.00,
Tranmere,Notts County,3.00,2.00,2.00,1.00,16.00,11.00,7.00,6.00,9.00,15.00,9.00,6.00,1.00,3.00,0.00,0.00,
Wolves,Shrewsbury,0.00,0.00,0.00,0.00,14.00,8.00,2.00,3.00,5.00,8.00,12.00,4.00,0.00,0.00,0.00,0.00,
Coventry,Port Vale,2.00,2.00,0.00,1.00,12.00,5.00,7.00,4.00,9.00,9.00,6.00,5.00,2.00,4.00,0.00,0.00,
